species_name	surface_name	formation_energy	frequencies	reference
HC-O_s	Ni	2.77	[3102.7,937.6,813.0,612.6,509.3,444.1,277.2,222.1]	ACS Catal. 2021, 11, 23, 14545–14560
HC-O_s	Cu	4.01	[3102.7,937.6,813.0,612.6,509.3,444.1,277.2,222.1]	ACS Catal. 2021, 11, 23, 14545–14560
HCO-H_s	Co	2.84	[2976.2,1542.3,1241.8,1157.9,940.5,867.1,569.3,345.0,306.5,228.1,150.0]	ACS Catal. 2021, 11, 23, 14545–14560
HCO-H_s	Fe	2.37	[2976.2,1542.3,1241.8,1157.9,940.5,867.1,569.3,345.0,306.5,228.1,150.0]	ACS Catal. 2021, 11, 23, 14545–14560
HCO-H_s	Pt	2.6	[2976.2,1542.3,1241.8,1157.9,940.5,867.1,569.3,345.0,306.5,228.1,150.0]	ACS Catal. 2021, 11, 23, 14545–14560
HCO-H_s	Pd	2.77	[2976.2,1542.3,1241.8,1157.9,940.5,867.1,569.3,345.0,306.5,228.1,150.0]	ACS Catal. 2021, 11, 23, 14545–14560
HCO-H_s	Ru	2.42	[2976.2,1542.3,1241.8,1157.9,940.5,867.1,569.3,345.0,306.5,228.1,150.0]	ACS Catal. 2021, 11, 23, 14545–14560
HCO-H_s	Rh	2.47	[2976.2,1542.3,1241.8,1157.9,940.5,867.1,569.3,345.0,306.5,228.1,150.0]	ACS Catal. 2021, 11, 23, 14545–14560
HCO-H_s	Ni	2.88	[2976.2,1542.3,1241.8,1157.9,940.5,867.1,569.3,345.0,306.5,228.1,150.0]	ACS Catal. 2021, 11, 23, 14545–14560
HCO-H_s	Cu	3.61	[2976.2,1542.3,1241.8,1157.9,940.5,867.1,569.3,345.0,306.5,228.1,150.0]	ACS Catal. 2021, 11, 23, 14545–14560
HC-OH_s	Co	2.64	[3761.9,3112.1,824.9,816.1,796.6,634.8,590.5,521.2,407.9,181.8,161.8]	ACS Catal. 2021, 11, 23, 14545–14560
HC-OH_s	Fe	1.79	[3761.9,3112.1,824.9,816.1,796.6,634.8,590.5,521.2,407.9,181.8,161.8]	ACS Catal. 2021, 11, 23, 14545–14560
HC-OH_s	Pt	3.02	[3761.9,3112.1,824.9,816.1,796.6,634.8,590.5,521.2,407.9,181.8,161.8]	ACS Catal. 2021, 11, 23, 14545–14560
HC-OH_s	Pd	3.24	[3761.9,3112.1,824.9,816.1,796.6,634.8,590.5,521.2,407.9,181.8,161.8]	ACS Catal. 2021, 11, 23, 14545–14560
HC-OH_s	Ru	2.17	[3761.9,3112.1,824.9,816.1,796.6,634.8,590.5,521.2,407.9,181.8,161.8]	ACS Catal. 2021, 11, 23, 14545–14560
HC-OH_s	Rh	2.38	[3761.9,3112.1,824.9,816.1,796.6,634.8,590.5,521.2,407.9,181.8,161.8]	ACS Catal. 2021, 11, 23, 14545–14560
HC-OH_s	Ni	2.86	[3761.9,3112.1,824.9,816.1,796.6,634.8,590.5,521.2,407.9,181.8,161.8]	ACS Catal. 2021, 11, 23, 14545–14560
HC-OH_s	Cu	4.27	[3761.9,3112.1,824.9,816.1,796.6,634.8,590.5,521.2,407.9,181.8,161.8]	ACS Catal. 2021, 11, 23, 14545–14560
H-COH_s	Co	2.23	[3735.9,1952.8,1193.5,1060.4,628.7,575.2,406.4,359.4,270.0,263.1,172.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-COH_s	Fe	1.48	[3735.9,1952.8,1193.5,1060.4,628.7,575.2,406.4,359.4,270.0,263.1,172.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-COH_s	Pt	1.98	[3735.9,1952.8,1193.5,1060.4,628.7,575.2,406.4,359.4,270.0,263.1,172.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-COH_s	Pd	2.13	[3735.9,1952.8,1193.5,1060.4,628.7,575.2,406.4,359.4,270.0,263.1,172.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-COH_s	Ru	1.63	[3735.9,1952.8,1193.5,1060.4,628.7,575.2,406.4,359.4,270.0,263.1,172.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-COH_s	Rh	1.75	[3735.9,1952.8,1193.5,1060.4,628.7,575.2,406.4,359.4,270.0,263.1,172.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-COH_s	Ni	2.29	[3735.9,1952.8,1193.5,1060.4,628.7,575.2,406.4,359.4,270.0,263.1,172.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-COH_s	Cu	3.47	[3735.9,1952.8,1193.5,1060.4,628.7,575.2,406.4,359.4,270.0,263.1,172.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCOH_s	Co	2.34	[3543.9,3074.4,1603.4,1350.7,1206.8,1135.8,981.4,684.0,600.0,544.3,292.7,233.8,134.4,130.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCOH_s	Fe	1.73	[3543.9,3074.4,1603.4,1350.7,1206.8,1135.8,981.4,684.0,600.0,544.3,292.7,233.8,134.4,130.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCOH_s	Pt	2.17	[3543.9,3074.4,1603.4,1350.7,1206.8,1135.8,981.4,684.0,600.0,544.3,292.7,233.8,134.4,130.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCOH_s	Pd	2.26	[3543.9,3074.4,1603.4,1350.7,1206.8,1135.8,981.4,684.0,600.0,544.3,292.7,233.8,134.4,130.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCOH_s	Ru	1.86	[3543.9,3074.4,1603.4,1350.7,1206.8,1135.8,981.4,684.0,600.0,544.3,292.7,233.8,134.4,130.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCOH_s	Rh	1.97	[3543.9,3074.4,1603.4,1350.7,1206.8,1135.8,981.4,684.0,600.0,544.3,292.7,233.8,134.4,130.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCOH_s	Ni	2.38	[3543.9,3074.4,1603.4,1350.7,1206.8,1135.8,981.4,684.0,600.0,544.3,292.7,233.8,134.4,130.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCOH_s	Cu	3.31	[3543.9,3074.4,1603.4,1350.7,1206.8,1135.8,981.4,684.0,600.0,544.3,292.7,233.8,134.4,130.7]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-OH_s	Co	2.51	[3760.6,3169.0,3056.4,1372.8,922.8,868.5,762.2,680.4,508.4,442.0,287.8,162.8,154.9,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-OH_s	Fe	1.84	[3760.6,3169.0,3056.4,1372.8,922.8,868.5,762.2,680.4,508.4,442.0,287.8,162.8,154.9,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-OH_s	Pt	3	[3760.6,3169.0,3056.4,1372.8,922.8,868.5,762.2,680.4,508.4,442.0,287.8,162.8,154.9,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-OH_s	Pd	3.15	[3760.6,3169.0,3056.4,1372.8,922.8,868.5,762.2,680.4,508.4,442.0,287.8,162.8,154.9,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-OH_s	Ru	2.21	[3760.6,3169.0,3056.4,1372.8,922.8,868.5,762.2,680.4,508.4,442.0,287.8,162.8,154.9,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-OH_s	Rh	2.41	[3760.6,3169.0,3056.4,1372.8,922.8,868.5,762.2,680.4,508.4,442.0,287.8,162.8,154.9,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-OH_s	Ni	2.72	[3760.6,3169.0,3056.4,1372.8,922.8,868.5,762.2,680.4,508.4,442.0,287.8,162.8,154.9,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-OH_s	Cu	3.82	[3760.6,3169.0,3056.4,1372.8,922.8,868.5,762.2,680.4,508.4,442.0,287.8,162.8,154.9,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCO_s	Co	2.13	[2976.2,1541.7,1241.7,1157.1,937.6,866.9,568.8,344.7,305.7,227.8,149.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCO_s	Fe	1.57	[2976.2,1541.7,1241.7,1157.1,937.6,866.9,568.8,344.7,305.7,227.8,149.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCO_s	Pt	2.04	[2976.2,1541.7,1241.7,1157.1,937.6,866.9,568.8,344.7,305.7,227.8,149.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCO_s	Pd	2.1	[2976.2,1541.7,1241.7,1157.1,937.6,866.9,568.8,344.7,305.7,227.8,149.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCO_s	Ru	1.73	[2976.2,1541.7,1241.7,1157.1,937.6,866.9,568.8,344.7,305.7,227.8,149.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCO_s	Rh	1.84	[2976.2,1541.7,1241.7,1157.1,937.6,866.9,568.8,344.7,305.7,227.8,149.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCO_s	Ni	2.17	[2976.2,1541.7,1241.7,1157.1,937.6,866.9,568.8,344.7,305.7,227.8,149.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-HCO_s	Cu	3	[2976.2,1541.7,1241.7,1157.1,937.6,866.9,568.8,344.7,305.7,227.8,149.0]	ACS Catal. 2021, 11, 23, 14545–14560
H2CO-H_s	Co	2.51	[3065.1,2973.1,1466.9,1430.3,1153.9,1145.4,947.8,819.2,723.1,510.2,338.4,271.7,186.1,184.3]	ACS Catal. 2021, 11, 23, 14545–14560
H2CO-H_s	Fe	2.23	[3065.1,2973.1,1466.9,1430.3,1153.9,1145.4,947.8,819.2,723.1,510.2,338.4,271.7,186.1,184.3]	ACS Catal. 2021, 11, 23, 14545–14560
H2CO-H_s	Pt	2.42	[3065.1,2973.1,1466.9,1430.3,1153.9,1145.4,947.8,819.2,723.1,510.2,338.4,271.7,186.1,184.3]	ACS Catal. 2021, 11, 23, 14545–14560
H2CO-H_s	Pd	2.51	[3065.1,2973.1,1466.9,1430.3,1153.9,1145.4,947.8,819.2,723.1,510.2,338.4,271.7,186.1,184.3]	ACS Catal. 2021, 11, 23, 14545–14560
H2CO-H_s	Ru	2.28	[3065.1,2973.1,1466.9,1430.3,1153.9,1145.4,947.8,819.2,723.1,510.2,338.4,271.7,186.1,184.3]	ACS Catal. 2021, 11, 23, 14545–14560
H2CO-H_s	Rh	2.32	[3065.1,2973.1,1466.9,1430.3,1153.9,1145.4,947.8,819.2,723.1,510.2,338.4,271.7,186.1,184.3]	ACS Catal. 2021, 11, 23, 14545–14560
H2CO-H_s	Ni	2.54	[3065.1,2973.1,1466.9,1430.3,1153.9,1145.4,947.8,819.2,723.1,510.2,338.4,271.7,186.1,184.3]	ACS Catal. 2021, 11, 23, 14545–14560
H2CO-H_s	Cu	2.97	[3065.1,2973.1,1466.9,1430.3,1153.9,1145.4,947.8,819.2,723.1,510.2,338.4,271.7,186.1,184.3]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-O_s	Co	2.56	[3175.3,3054.3,1370.0,909.6,776.9,677.5,440.7,421.9,315.8,191.4,164.4]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-O_s	Fe	1.91	[3175.3,3054.3,1370.0,909.6,776.9,677.5,440.7,421.9,315.8,191.4,164.4]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-O_s	Pt	3.38	[3175.3,3054.3,1370.0,909.6,776.9,677.5,440.7,421.9,315.8,191.4,164.4]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-O_s	Pd	3.47	[3175.3,3054.3,1370.0,909.6,776.9,677.5,440.7,421.9,315.8,191.4,164.4]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-O_s	Ru	2.39	[3175.3,3054.3,1370.0,909.6,776.9,677.5,440.7,421.9,315.8,191.4,164.4]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-O_s	Rh	2.63	[3175.3,3054.3,1370.0,909.6,776.9,677.5,440.7,421.9,315.8,191.4,164.4]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-O_s	Ni	2.82	[3175.3,3054.3,1370.0,909.6,776.9,677.5,440.7,421.9,315.8,191.4,164.4]	ACS Catal. 2021, 11, 23, 14545–14560
H2C-O_s	Cu	3.91	[3175.3,3054.3,1370.0,909.6,776.9,677.5,440.7,421.9,315.8,191.4,164.4]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2COH_s	Co	1.97	[3670.1,3114.7,3036.2,1820.9,1452.0,1343.0,1185.8,1128.1,1056.3,770.5,583.9,470.9,336.7,189.8,132.3,130.2,129.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2COH_s	Fe	1.53	[3670.1,3114.7,3036.2,1820.9,1452.0,1343.0,1185.8,1128.1,1056.3,770.5,583.9,470.9,336.7,189.8,132.3,130.2,129.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2COH_s	Pt	1.92	[3670.1,3114.7,3036.2,1820.9,1452.0,1343.0,1185.8,1128.1,1056.3,770.5,583.9,470.9,336.7,189.8,132.3,130.2,129.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2COH_s	Pd	1.93	[3670.1,3114.7,3036.2,1820.9,1452.0,1343.0,1185.8,1128.1,1056.3,770.5,583.9,470.9,336.7,189.8,132.3,130.2,129.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2COH_s	Ru	1.66	[3670.1,3114.7,3036.2,1820.9,1452.0,1343.0,1185.8,1128.1,1056.3,770.5,583.9,470.9,336.7,189.8,132.3,130.2,129.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2COH_s	Rh	1.76	[3670.1,3114.7,3036.2,1820.9,1452.0,1343.0,1185.8,1128.1,1056.3,770.5,583.9,470.9,336.7,189.8,132.3,130.2,129.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2COH_s	Ni	1.99	[3670.1,3114.7,3036.2,1820.9,1452.0,1343.0,1185.8,1128.1,1056.3,770.5,583.9,470.9,336.7,189.8,132.3,130.2,129.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2COH_s	Cu	2.64	[3670.1,3114.7,3036.2,1820.9,1452.0,1343.0,1185.8,1128.1,1056.3,770.5,583.9,470.9,336.7,189.8,132.3,130.2,129.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2CO_s	Co	1.86	[3055.0,2951.4,1653.9,1478.4,1298.7,1171.2,1048.8,784.3,537.8,351.5,279.1,203.8,157.0,131.3]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2CO_s	Fe	1.29	[3055.0,2951.4,1653.9,1478.4,1298.7,1171.2,1048.8,784.3,537.8,351.5,279.1,203.8,157.0,131.3]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2CO_s	Pt	2.15	[3055.0,2951.4,1653.9,1478.4,1298.7,1171.2,1048.8,784.3,537.8,351.5,279.1,203.8,157.0,131.3]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2CO_s	Pd	2.04	[3055.0,2951.4,1653.9,1478.4,1298.7,1171.2,1048.8,784.3,537.8,351.5,279.1,203.8,157.0,131.3]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2CO_s	Ru	1.61	[3055.0,2951.4,1653.9,1478.4,1298.7,1171.2,1048.8,784.3,537.8,351.5,279.1,203.8,157.0,131.3]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2CO_s	Rh	1.78	[3055.0,2951.4,1653.9,1478.4,1298.7,1171.2,1048.8,784.3,537.8,351.5,279.1,203.8,157.0,131.3]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2CO_s	Ni	1.73	[3055.0,2951.4,1653.9,1478.4,1298.7,1171.2,1048.8,784.3,537.8,351.5,279.1,203.8,157.0,131.3]	ACS Catal. 2021, 11, 23, 14545–14560
H-H2CO_s	Cu	2.23	[3055.0,2951.4,1653.9,1478.4,1298.7,1171.2,1048.8,784.3,537.8,351.5,279.1,203.8,157.0,131.3]	ACS Catal. 2021, 11, 23, 14545–14560
H3CO-H_s	Co	1.8	[3044.8,3011.9,2936.1,1519.0,1460.9,1443.9,1415.2,1123.9,1121.0,958.4,656.8,407.5,288.6,234.0,180.5,130.8,129.0]	ACS Catal. 2021, 11, 23, 14545–14560
H3CO-H_s	Fe	1.46	[3044.8,3011.9,2936.1,1519.0,1460.9,1443.9,1415.2,1123.9,1121.0,958.4,656.8,407.5,288.6,234.0,180.5,130.8,129.0]	ACS Catal. 2021, 11, 23, 14545–14560
H3CO-H_s	Pt	1.85	[3044.8,3011.9,2936.1,1519.0,1460.9,1443.9,1415.2,1123.9,1121.0,958.4,656.8,407.5,288.6,234.0,180.5,130.8,129.0]	ACS Catal. 2021, 11, 23, 14545–14560
H3CO-H_s	Pd	1.82	[3044.8,3011.9,2936.1,1519.0,1460.9,1443.9,1415.2,1123.9,1121.0,958.4,656.8,407.5,288.6,234.0,180.5,130.8,129.0]	ACS Catal. 2021, 11, 23, 14545–14560
H3CO-H_s	Ru	1.6	[3044.8,3011.9,2936.1,1519.0,1460.9,1443.9,1415.2,1123.9,1121.0,958.4,656.8,407.5,288.6,234.0,180.5,130.8,129.0]	ACS Catal. 2021, 11, 23, 14545–14560
H3CO-H_s	Rh	1.67	[3044.8,3011.9,2936.1,1519.0,1460.9,1443.9,1415.2,1123.9,1121.0,958.4,656.8,407.5,288.6,234.0,180.5,130.8,129.0]	ACS Catal. 2021, 11, 23, 14545–14560
H3CO-H_s	Ni	1.63	[3044.8,3011.9,2936.1,1519.0,1460.9,1443.9,1415.2,1123.9,1121.0,958.4,656.8,407.5,288.6,234.0,180.5,130.8,129.0]	ACS Catal. 2021, 11, 23, 14545–14560
H3CO-H_s	Cu	1.81	[3044.8,3011.9,2936.1,1519.0,1460.9,1443.9,1415.2,1123.9,1121.0,958.4,656.8,407.5,288.6,234.0,180.5,130.8,129.0]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-O_s	Co	1.92	[3230.8,3184.9,3043.9,1425.1,1404.6,1135.2,831.8,735.2,349.6,299.9,241.4,207.4,145.4,144.6]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-O_s	Fe	1.32	[3230.8,3184.9,3043.9,1425.1,1404.6,1135.2,831.8,735.2,349.6,299.9,241.4,207.4,145.4,144.6]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-O_s	Pt	2.85	[3230.8,3184.9,3043.9,1425.1,1404.6,1135.2,831.8,735.2,349.6,299.9,241.4,207.4,145.4,144.6]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-O_s	Pd	2.74	[3230.8,3184.9,3043.9,1425.1,1404.6,1135.2,831.8,735.2,349.6,299.9,241.4,207.4,145.4,144.6]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-O_s	Ru	1.69	[3230.8,3184.9,3043.9,1425.1,1404.6,1135.2,831.8,735.2,349.6,299.9,241.4,207.4,145.4,144.6]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-O_s	Rh	2.01	[3230.8,3184.9,3043.9,1425.1,1404.6,1135.2,831.8,735.2,349.6,299.9,241.4,207.4,145.4,144.6]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-O_s	Ni	1.88	[3230.8,3184.9,3043.9,1425.1,1404.6,1135.2,831.8,735.2,349.6,299.9,241.4,207.4,145.4,144.6]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-O_s	Cu	2.94	[3230.8,3184.9,3043.9,1425.1,1404.6,1135.2,831.8,735.2,349.6,299.9,241.4,207.4,145.4,144.6]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-OH_s	Co	2.49	[3725.0,3258.2,3186.3,3028.7,1417.8,1391.1,1035.3,870.4,733.6,615.6,540.9,391.7,209.2,131.7,128.7,126.9,123.7]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-OH_s	Fe	2.32	[3725.0,3258.2,3186.3,3028.7,1417.8,1391.1,1035.3,870.4,733.6,615.6,540.9,391.7,209.2,131.7,128.7,126.9,123.7]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-OH_s	Pt	2.82	[3725.0,3258.2,3186.3,3028.7,1417.8,1391.1,1035.3,870.4,733.6,615.6,540.9,391.7,209.2,131.7,128.7,126.9,123.7]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-OH_s	Pd	2.82	[3725.0,3258.2,3186.3,3028.7,1417.8,1391.1,1035.3,870.4,733.6,615.6,540.9,391.7,209.2,131.7,128.7,126.9,123.7]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-OH_s	Ru	2.49	[3725.0,3258.2,3186.3,3028.7,1417.8,1391.1,1035.3,870.4,733.6,615.6,540.9,391.7,209.2,131.7,128.7,126.9,123.7]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-OH_s	Rh	2.57	[3725.0,3258.2,3186.3,3028.7,1417.8,1391.1,1035.3,870.4,733.6,615.6,540.9,391.7,209.2,131.7,128.7,126.9,123.7]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-OH_s	Ni	2.57	[3725.0,3258.2,3186.3,3028.7,1417.8,1391.1,1035.3,870.4,733.6,615.6,540.9,391.7,209.2,131.7,128.7,126.9,123.7]	ACS Catal. 2021, 11, 23, 14545–14560
H3C-OH_s	Cu	2.85	[3725.0,3258.2,3186.3,3028.7,1417.8,1391.1,1035.3,870.4,733.6,615.6,540.9,391.7,209.2,131.7,128.7,126.9,123.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CO_s	Co	4.2	[3065.6,1652.4,920.5,664.9,617.5,470.7,378.3,343.1,273.8,255.6,239.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CO_s	Fe	3.39	[3065.6,1652.4,920.5,664.9,617.5,470.7,378.3,343.1,273.8,255.6,239.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CO_s	Pt	4.24	[3065.6,1652.4,920.5,664.9,617.5,470.7,378.3,343.1,273.8,255.6,239.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CO_s	Pd	4.34	[3065.6,1652.4,920.5,664.9,617.5,470.7,378.3,343.1,273.8,255.6,239.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CO_s	Ru	3.7	[3065.6,1652.4,920.5,664.9,617.5,470.7,378.3,343.1,273.8,255.6,239.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CO_s	Rh	3.77	[3065.6,1652.4,920.5,664.9,617.5,470.7,378.3,343.1,273.8,255.6,239.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CO_s	Ni	4.29	[3065.6,1652.4,920.5,664.9,617.5,470.7,378.3,343.1,273.8,255.6,239.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CO_s	Cu	5.59	[3065.6,1652.4,920.5,664.9,617.5,470.7,378.3,343.1,273.8,255.6,239.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CO_s	Co	3.99	[2966.0,2911.8,1814.6,1329.1,906.4,843.8,545.4,491.2,445.6,382.5,370.7,262.7,248.5,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CO_s	Fe	3.43	[2966.0,2911.8,1814.6,1329.1,906.4,843.8,545.4,491.2,445.6,382.5,370.7,262.7,248.5,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CO_s	Pt	4.32	[2966.0,2911.8,1814.6,1329.1,906.4,843.8,545.4,491.2,445.6,382.5,370.7,262.7,248.5,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CO_s	Pd	4.29	[2966.0,2911.8,1814.6,1329.1,906.4,843.8,545.4,491.2,445.6,382.5,370.7,262.7,248.5,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CO_s	Ru	3.78	[2966.0,2911.8,1814.6,1329.1,906.4,843.8,545.4,491.2,445.6,382.5,370.7,262.7,248.5,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CO_s	Rh	3.85	[2966.0,2911.8,1814.6,1329.1,906.4,843.8,545.4,491.2,445.6,382.5,370.7,262.7,248.5,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CO_s	Ni	4.07	[2966.0,2911.8,1814.6,1329.1,906.4,843.8,545.4,491.2,445.6,382.5,370.7,262.7,248.5,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CO_s	Cu	4.95	[2966.0,2911.8,1814.6,1329.1,906.4,843.8,545.4,491.2,445.6,382.5,370.7,262.7,248.5,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CO_s	Co	3.12	[3139.9,3077.4,2968.2,1688.1,1428.8,1413.3,1207.4,831.8,807.1,512.0,349.0,338.6,328.0,245.6,239.8,238.7,235.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CO_s	Fe	2.63	[3139.9,3077.4,2968.2,1688.1,1428.8,1413.3,1207.4,831.8,807.1,512.0,349.0,338.6,328.0,245.6,239.8,238.7,235.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CO_s	Pt	3.34	[3139.9,3077.4,2968.2,1688.1,1428.8,1413.3,1207.4,831.8,807.1,512.0,349.0,338.6,328.0,245.6,239.8,238.7,235.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CO_s	Pd	3.3	[3139.9,3077.4,2968.2,1688.1,1428.8,1413.3,1207.4,831.8,807.1,512.0,349.0,338.6,328.0,245.6,239.8,238.7,235.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CO_s	Ru	2.91	[3139.9,3077.4,2968.2,1688.1,1428.8,1413.3,1207.4,831.8,807.1,512.0,349.0,338.6,328.0,245.6,239.8,238.7,235.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CO_s	Rh	2.96	[3139.9,3077.4,2968.2,1688.1,1428.8,1413.3,1207.4,831.8,807.1,512.0,349.0,338.6,328.0,245.6,239.8,238.7,235.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CO_s	Ni	3.17	[3139.9,3077.4,2968.2,1688.1,1428.8,1413.3,1207.4,831.8,807.1,512.0,349.0,338.6,328.0,245.6,239.8,238.7,235.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CO_s	Cu	3.92	[3139.9,3077.4,2968.2,1688.1,1428.8,1413.3,1207.4,831.8,807.1,512.0,349.0,338.6,328.0,245.6,239.8,238.7,235.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CHO_s	Co	4.12	[3051.9,2976.9,1203.0,1121.7,910.4,795.3,679.9,601.0,571.6,458.8,351.6,307.2,253.8,247.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CHO_s	Fe	3.19	[3051.9,2976.9,1203.0,1121.7,910.4,795.3,679.9,601.0,571.6,458.8,351.6,307.2,253.8,247.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CHO_s	Pt	4.33	[3051.9,2976.9,1203.0,1121.7,910.4,795.3,679.9,601.0,571.6,458.8,351.6,307.2,253.8,247.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CHO_s	Pd	4.44	[3051.9,2976.9,1203.0,1121.7,910.4,795.3,679.9,601.0,571.6,458.8,351.6,307.2,253.8,247.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CHO_s	Ru	3.6	[3051.9,2976.9,1203.0,1121.7,910.4,795.3,679.9,601.0,571.6,458.8,351.6,307.2,253.8,247.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CHO_s	Rh	3.72	[3051.9,2976.9,1203.0,1121.7,910.4,795.3,679.9,601.0,571.6,458.8,351.6,307.2,253.8,247.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CHO_s	Ni	4.26	[3051.9,2976.9,1203.0,1121.7,910.4,795.3,679.9,601.0,571.6,458.8,351.6,307.2,253.8,247.1]	ACS Catal. 2021, 11, 23, 14545–14560
